work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021,Data Analyst  ,Data Science,GBP,30557,185062,DE,EX,CT,In-person,MX,M
2020,Statistician  ,Analysis,us dolars,137776,35378,JP,SE,FL,Hybrid,MX,S
2020,Machine Learning Engineer  (Remote),Engineering,GBP,167112,76402,JP,SE,FT,Hybrid,JP,S
2021,Data Engineer  (Remote),Analysis,INR,76652,109712,DE,EN,FL,Remote,JP,S
2021,Statistician  (Remote),,,146048,55060,US,,PT,Hybrid,MX,
2021,Machine Learning Engineer  ,Analysis,EUR,90941,157067,UK,EN,CT,Hybrid,MX,L
2021,Data Engineer  (Remote),Data Science,us dolars,117340,158334,CN,MI,FT,Remote,UK,M
2022,Data Engineer  ,ML/AI,JPY,104828,148684,JP,EX,PT,In-person,UK,S
2020,Statistician  ,Data Science,EUR,187182,123104,DE,SE,CT,Hybrid,MX,M
2022,Machine Learning Engineer  ,ML/AI,us dolars,166421,52765,CN,MI,PT,Hybrid,JP,M
2020,Statistician  in office,Data Science,us dolars,191446,184268,DE,MI,CT,In-person,UK,M
2020,Data Analyst  ,ML/AI,EUR,114545,146677,JP,EN,FL,Hybrid,MX,L
2021,Data Engineer  (Remote),Data Science,EUR,140623,176540,IN,EN,PT,In-person,US,S
2022,Statistician  ,ML/AI,GBP,72591,124385,UK,SE,FL,Remote,US,S
2021,Data Engineer  (Remote),Data Science,JPY,161129,132649,JP,EN,FL,In-person,IN,M
2022,Machine Learning Engineer  in office,ML/AI,INR,154007,38174,CN,MI,CT,In-person,UK,M
2020,Data Scientist  in office,Data Science,GBP,123829,75820,DE,MI,FT,In-person,UK,L
2021,Statistician  ,Engineering,us dolars,94578,156518,IN,EX,FL,Remote,IN,L
2021,Statistician  (Remote),Analysis,JPY,138497,180170,MX,MI,PT,In-person,DE,M
2020,Data Engineer  in office,ML/AI,JPY,180193,102582,JP,SE,PT,In-person,US,S
2020,Machine Learning Engineer  in office,Data Science,EUR,35493,165258,UK,EX,CT,Remote,DE,L
2020,Data Analyst  in office,Engineering,JPY,132181,46722,IN,EN,FL,Hybrid,CN,S
2021,Machine Learning Engineer  (Remote),ML/AI,JPY,97818,138157,CN,EX,FT,Hybrid,IN,L
2022,Statistician  ,ML/AI,us dolars,150196,101504,DE,MI,FT,In-person,CN,S
2021,Data Analyst  ,ML/AI,GBP,31431,140760,US,SE,PT,Remote,MX,M
2022,Machine Learning Engineer  in office,Analysis,JPY,130079,70452,MX,EN,CT,Remote,CN,L
2021,Data Scientist  ,Data Science,EUR,172423,58270,MX,EN,FL,In-person,UK,M
2021,Data Engineer  in office,Data Science,GBP,193555,71129,UK,MI,PT,In-person,DE,L
2020,Machine Learning Engineer  (Remote),ML/AI,EUR,61195,36387,IN,SE,CT,Hybrid,UK,M
2022,Machine Learning Engineer  ,ML/AI,JPY,183807,54394,JP,MI,FT,Hybrid,MX,L
2021,Data Scientist  (Remote),,,45203,157113,JP,,PT,In-person,IN,
2021,Statistician  ,,,-33974,106827,IN,,CT,Remote,JP,
2020,Data Engineer  (Remote),ML/AI,us dolars,132769,141110,JP,MI,FT,In-person,UK,S
2020,Machine Learning Engineer  (Remote),Analysis,GBP,115222,191165,MX,SE,CT,Remote,CN,S
2022,Data Analyst  ,Data Science,EUR,42636,65241,MX,SE,PT,Hybrid,MX,L
2021,Machine Learning Engineer  in office,,,65070,58337,MX,,FL,In-person,CN,
2022,Data Engineer  in office,ML/AI,INR,59123,130992,IN,MI,CT,Remote,DE,M
2021,Machine Learning Engineer  (Remote),Engineering,EUR,150973,34804,UK,EX,FL,Hybrid,DE,L
2022,Data Scientist  (Remote),ML/AI,JPY,192884,195130,MX,EN,PT,In-person,IN,S
2020,Machine Learning Engineer  in office,ML/AI,EUR,189832,87450,JP,EN,FT,In-person,DE,S
2021,Machine Learning Engineer  ,ML/AI,INR,34966,89529,UK,SE,CT,Hybrid,US,S
2022,Data Analyst  ,ML/AI,EUR,148414,152766,DE,EX,FT,In-person,UK,S
2020,Data Scientist  (Remote),ML/AI,us dolars,113962,61334,DE,SE,FL,Hybrid,MX,M
2020,Data Scientist  ,Data Science,EUR,109698,93452,DE,EX,FL,Remote,MX,L
2022,Machine Learning Engineer  (Remote),,,-177130,167583,DE,,FT,In-person,CN,
2021,Data Analyst  ,Engineering,INR,71482,137018,JP,EN,PT,Hybrid,US,L
2021,Machine Learning Engineer  (Remote),ML/AI,EUR,32998,69440,IN,EX,FL,Hybrid,IN,M
2020,Machine Learning Engineer  ,Engineering,INR,152659,93118,JP,MI,PT,Remote,CN,S
2021,Data Engineer  (Remote),Data Science,us dolars,91265,115263,CN,MI,FT,In-person,US,S
2021,Data Engineer  in office,Analysis,GBP,96445,156775,JP,EN,PT,Hybrid,MX,M
2021,Data Analyst  in office,ML/AI,JPY,141033,79217,UK,EX,FL,Hybrid,US,M
2020,Statistician  in office,Data Science,EUR,195720,192211,IN,MI,FT,Hybrid,MX,L
2022,Data Engineer  in office,Data Science,us dolars,108033,98517,MX,MI,PT,In-person,CN,L
2021,Statistician  (Remote),Analysis,INR,114480,173857,US,MI,PT,In-person,UK,M
2020,Data Scientist  ,ML/AI,INR,168599,84740,US,EN,CT,Remote,UK,M
2020,Data Engineer  (Remote),,,134000,131119,MX,,FL,Remote,JP,
2022,Data Engineer  (Remote),Analysis,EUR,164144,43950,IN,MI,CT,Remote,US,S
2021,Data Analyst  (Remote),Engineering,JPY,173090,102209,US,MI,PT,In-person,UK,L
2021,Statistician  ,Engineering,EUR,59652,97278,IN,SE,FL,Hybrid,MX,M
2022,Data Engineer  (Remote),Analysis,GBP,34476,68488,UK,MI,FT,In-person,US,M
2022,Data Engineer  in office,Engineering,EUR,125768,66277,UK,EX,FT,In-person,US,S
2020,Data Analyst  in office,Data Science,GBP,188554,33534,JP,MI,FT,In-person,IN,M
2020,Data Analyst  (Remote),Analysis,INR,46219,110221,US,SE,PT,Remote,IN,L
2022,Statistician  in office,ML/AI,GBP,60448,101121,MX,EN,PT,Hybrid,CN,S
2021,Data Scientist  in office,ML/AI,JPY,186192,104090,IN,EN,FT,In-person,US,M
2020,Data Scientist  ,Data Science,us dolars,36855,139777,UK,EX,CT,Remote,IN,L
2020,Machine Learning Engineer  (Remote),ML/AI,GBP,162156,31634,JP,MI,CT,In-person,MX,L
2021,Data Engineer  (Remote),ML/AI,EUR,128856,46908,US,MI,FL,Hybrid,CN,S
2020,Statistician  in office,Analysis,GBP,183016,182382,US,SE,FL,Remote,UK,L
2021,Data Engineer  (Remote),Data Science,INR,194993,110653,US,SE,FT,In-person,US,S
2021,Statistician  (Remote),Analysis,GBP,91282,97258,UK,EX,PT,Remote,IN,L
2021,Statistician  in office,Data Science,JPY,117393,99400,UK,EX,PT,Hybrid,UK,M
2022,Statistician  in office,Analysis,GBP,159822,146107,US,MI,FL,Hybrid,US,S
2022,Data Engineer  (Remote),Analysis,JPY,48070,159468,UK,MI,FT,Remote,CN,L
2022,Data Analyst  ,Engineering,EUR,86690,142436,US,EX,FL,In-person,US,S
2021,Data Engineer  in office,ML/AI,INR,91134,61131,DE,EN,CT,Hybrid,IN,L
2021,Statistician  (Remote),Data Science,us dolars,117755,181458,UK,EN,FT,Hybrid,UK,S
2022,Machine Learning Engineer  in office,ML/AI,EUR,136993,91760,IN,EN,FT,In-person,US,M
2020,Data Scientist  (Remote),,,-61489,97370,UK,,FT,Remote,US,
2021,Statistician  (Remote),Data Science,us dolars,53178,159841,US,EX,CT,Remote,MX,S
2020,Machine Learning Engineer  ,Engineering,GBP,109019,84470,IN,SE,FT,In-person,CN,M
2020,Data Analyst  in office,,,-87956,149688,JP,,FL,Hybrid,JP,
2021,Statistician  ,,,-92778,83283,IN,,CT,Hybrid,US,
2021,Machine Learning Engineer  in office,Engineering,INR,194645,160263,IN,EN,PT,In-person,JP,S
2020,Statistician  ,Engineering,EUR,194760,163425,UK,MI,FL,In-person,JP,M
2020,Data Engineer  in office,Analysis,JPY,141466,43878,CN,EN,FL,Remote,UK,M
2022,Machine Learning Engineer  ,,,148292,147743,IN,,FL,Remote,DE,
2022,Data Engineer  ,Engineering,EUR,129747,106668,IN,MI,CT,In-person,CN,S
2021,Data Engineer  in office,ML/AI,GBP,76475,38203,MX,MI,FL,Hybrid,JP,M
2022,Machine Learning Engineer  ,Analysis,us dolars,80697,40322,US,EN,CT,Remote,UK,S
2022,Data Scientist  ,Data Science,JPY,195050,106831,UK,EN,FT,In-person,CN,L
2022,Machine Learning Engineer  in office,Engineering,EUR,190749,65925,US,MI,PT,Hybrid,MX,L
2022,Data Scientist  in office,ML/AI,EUR,40272,52247,UK,SE,FT,Remote,IN,L
2020,Statistician  (Remote),Analysis,INR,167284,137930,JP,EX,FL,In-person,JP,L
2021,Statistician  in office,,,51071,178412,CN,,CT,In-person,DE,
2022,Machine Learning Engineer  (Remote),Engineering,EUR,138644,149496,IN,EX,CT,Hybrid,IN,M
2020,Statistician  ,,,-125516,183594,MX,,FT,Hybrid,CN,
2020,Data Analyst  in office,Engineering,JPY,178369,107631,UK,EX,FL,In-person,JP,S
2020,Data Engineer  (Remote),ML/AI,us dolars,189697,76335,IN,MI,PT,Hybrid,MX,M
2022,Data Engineer  in office,Analysis,GBP,58831,118961,IN,EX,CT,In-person,JP,M
2022,Data Scientist  (Remote),Data Science,JPY,148313,64723,DE,SE,CT,Hybrid,DE,S
2021,Statistician  (Remote),ML/AI,us dolars,153950,34991,US,SE,FL,Hybrid,US,S
2022,Data Scientist  in office,Engineering,EUR,92909,197905,CN,EN,CT,Remote,DE,S
2022,Data Engineer  ,,,59367,177139,MX,,FL,Remote,MX,
2020,Data Engineer  ,Engineering,us dolars,50121,43763,UK,EN,FL,Hybrid,UK,M
2021,Statistician  (Remote),Data Science,us dolars,65547,74863,JP,EN,PT,In-person,UK,M
2022,Data Analyst  (Remote),Data Science,us dolars,93642,47408,CN,MI,FL,Hybrid,MX,M
2022,Data Analyst  ,Data Science,JPY,54914,186248,DE,SE,FT,Remote,MX,S
2020,Statistician  in office,Data Science,GBP,146664,196169,US,MI,PT,In-person,MX,M
2020,Statistician  in office,Data Science,us dolars,178250,144177,JP,SE,FL,Hybrid,DE,L
2022,Data Scientist  ,Engineering,INR,97258,196866,JP,MI,FL,Hybrid,DE,M
2021,Statistician  ,Data Science,EUR,90563,119767,IN,SE,PT,Hybrid,DE,M
2021,Data Analyst  ,Data Science,EUR,92607,31011,US,EN,CT,Hybrid,DE,S
2020,Statistician  (Remote),,,95638,184499,DE,,PT,Remote,MX,
2020,Data Scientist  ,Data Science,EUR,122971,68392,UK,EN,CT,Remote,DE,M
2022,Data Scientist  ,Analysis,EUR,174334,88990,UK,SE,PT,Remote,JP,S
2020,Data Scientist  ,Analysis,us dolars,168525,176301,DE,MI,PT,Remote,CN,L
2022,Data Scientist  ,Analysis,GBP,146720,108780,IN,EX,FT,In-person,CN,L
2021,Machine Learning Engineer  in office,Engineering,INR,107760,186374,IN,SE,PT,In-person,IN,S
2021,Statistician  in office,Engineering,JPY,167244,53536,JP,MI,FT,In-person,UK,S
2022,Data Engineer  ,,,106788,117746,US,,FL,Hybrid,UK,
2020,Statistician  (Remote),ML/AI,JPY,47918,35585,JP,MI,CT,In-person,CN,S
2021,Machine Learning Engineer  (Remote),,,37197,87210,MX,,CT,Remote,MX,
2020,Data Scientist  in office,,,-127127,166528,MX,,FT,Remote,MX,
2021,Machine Learning Engineer  (Remote),,,-174749,152365,UK,,CT,Hybrid,CN,
2022,Data Analyst  (Remote),ML/AI,EUR,172111,198361,DE,MI,CT,In-person,IN,S
2022,Data Analyst  in office,Engineering,us dolars,57785,39775,US,SE,PT,Hybrid,DE,S
2022,Statistician  ,Data Science,EUR,34570,44099,DE,EN,FT,Hybrid,CN,L
2021,Statistician  ,Data Science,GBP,102242,132341,US,EN,CT,In-person,MX,L
2020,Data Engineer  in office,Engineering,JPY,172727,71842,CN,SE,FL,Hybrid,CN,L
2020,Data Engineer  ,ML/AI,INR,77907,87163,UK,MI,FT,In-person,IN,S
2020,Data Analyst  ,Engineering,GBP,39449,152863,UK,MI,PT,In-person,DE,S
2021,Data Scientist  in office,ML/AI,EUR,54630,125608,CN,MI,FL,Hybrid,UK,M
2021,Machine Learning Engineer  in office,Analysis,us dolars,104658,170931,US,SE,CT,Remote,MX,M
2021,Data Engineer  in office,Engineering,INR,76371,139478,IN,MI,CT,In-person,MX,M
2021,Data Engineer  (Remote),Engineering,JPY,172063,85700,US,MI,FT,Remote,CN,M
2021,Data Scientist  in office,ML/AI,GBP,54887,32539,UK,EX,CT,Remote,US,S
2020,Data Scientist  in office,ML/AI,JPY,43859,138609,MX,MI,FT,In-person,UK,L
2021,Statistician  in office,Engineering,EUR,184712,108735,DE,EN,CT,Remote,UK,S
2021,Machine Learning Engineer  in office,Data Science,JPY,78339,194230,JP,MI,FL,Hybrid,US,S
2020,Data Scientist  ,Data Science,us dolars,32512,87824,DE,SE,PT,Hybrid,IN,S
2021,Data Engineer  in office,Data Science,GBP,110982,42281,UK,SE,FL,Remote,JP,S
2020,Data Engineer  in office,Analysis,GBP,51912,176192,DE,MI,PT,Hybrid,DE,L
2020,Data Analyst  (Remote),Analysis,us dolars,150639,39946,IN,SE,FT,In-person,DE,L
2022,Data Scientist  (Remote),ML/AI,JPY,196587,154128,IN,SE,CT,In-person,UK,M
2022,Statistician  ,Analysis,us dolars,176488,154016,MX,MI,FL,Remote,US,S
2022,Machine Learning Engineer  in office,Data Science,INR,145781,106427,US,EX,CT,Hybrid,MX,M
2022,Statistician  in office,Engineering,us dolars,132067,56111,DE,EX,FT,Remote,UK,L
2021,Data Engineer  in office,Analysis,JPY,42227,63290,DE,EX,PT,Hybrid,UK,L
2022,Statistician  (Remote),Analysis,us dolars,174103,195534,UK,EX,FL,In-person,MX,M
2020,Data Engineer  ,Data Science,EUR,63000,34837,US,EN,PT,Hybrid,MX,L
2021,Data Engineer  (Remote),Analysis,us dolars,81253,41801,US,MI,PT,Hybrid,CN,L
2022,Data Engineer  in office,ML/AI,us dolars,140848,159342,DE,SE,FT,Remote,IN,S
2020,Data Engineer  (Remote),,,97564,184782,JP,,PT,In-person,DE,
2021,Data Engineer  in office,Data Science,INR,150921,127157,DE,MI,FT,Hybrid,JP,L
2021,Data Analyst  in office,ML/AI,INR,125969,70916,DE,SE,PT,In-person,US,L
2022,Statistician  in office,Data Science,JPY,152614,174137,DE,EN,PT,Hybrid,JP,M
2021,Data Analyst  ,ML/AI,JPY,179385,92546,IN,EX,FL,In-person,US,M
2020,Data Analyst  (Remote),Engineering,JPY,105186,75474,CN,MI,FT,Hybrid,DE,L
2021,Data Scientist  in office,,,82492,123766,US,,CT,In-person,IN,
2020,Data Scientist  in office,ML/AI,GBP,60364,66388,CN,EN,CT,Hybrid,JP,S
2021,Data Scientist  ,ML/AI,us dolars,179433,106167,IN,SE,CT,In-person,US,M
2022,Machine Learning Engineer  ,ML/AI,JPY,97949,125364,JP,EN,FL,Hybrid,UK,S
2020,Data Scientist  in office,,,-136330,104667,UK,,FL,Hybrid,MX,
2021,Statistician  in office,,,-192142,109843,MX,,PT,In-person,DE,
2021,Data Analyst  in office,ML/AI,INR,133722,33709,JP,MI,PT,Remote,IN,M
2021,Statistician  in office,Engineering,JPY,183481,78754,US,EX,CT,Hybrid,MX,S
2020,Data Scientist  ,,,59854,116257,UK,,PT,Hybrid,CN,
2020,Machine Learning Engineer  (Remote),Analysis,JPY,126742,35094,CN,SE,PT,Remote,UK,L
2020,Machine Learning Engineer  ,Engineering,us dolars,149625,170487,JP,EX,FL,Hybrid,IN,M
2022,Data Analyst  ,,,59655,37472,US,,CT,In-person,US,
2022,Statistician  (Remote),,,-171024,66131,MX,,FT,Remote,UK,
2020,Data Engineer  in office,Data Science,INR,197437,114943,MX,EN,CT,Hybrid,CN,L
2021,Statistician  in office,Data Science,us dolars,96156,113737,JP,SE,FL,In-person,CN,M
2022,Data Scientist  (Remote),Analysis,EUR,151232,189020,UK,MI,CT,In-person,IN,M
2020,Data Engineer  ,ML/AI,GBP,45455,53115,UK,MI,FT,Remote,DE,M
2021,Machine Learning Engineer  in office,ML/AI,GBP,162046,57961,JP,EN,PT,Remote,JP,L
2022,Data Analyst  (Remote),Engineering,GBP,42679,77083,IN,EN,CT,Remote,CN,M
2021,Data Analyst  (Remote),ML/AI,us dolars,57429,77182,JP,EX,FL,In-person,CN,S
2021,Machine Learning Engineer  (Remote),Analysis,EUR,48073,157987,CN,SE,FL,Hybrid,MX,S
2021,Data Scientist  in office,Engineering,JPY,100207,32017,JP,EN,CT,In-person,JP,M
2021,Machine Learning Engineer  (Remote),Engineering,EUR,60365,165295,JP,EN,PT,In-person,UK,L
2022,Data Scientist  ,Engineering,EUR,104453,91852,IN,MI,PT,Remote,DE,M
2022,Data Engineer  ,ML/AI,EUR,136657,80509,DE,MI,FL,Hybrid,DE,S
2022,Machine Learning Engineer  (Remote),,,37784,184147,UK,,FL,In-person,MX,
2020,Data Scientist  (Remote),ML/AI,us dolars,142529,36531,CN,EN,FT,Remote,IN,M
2022,Data Engineer  (Remote),Engineering,us dolars,160229,165738,US,SE,PT,Remote,UK,M
2021,Machine Learning Engineer  ,Engineering,EUR,150913,74023,UK,EX,CT,Hybrid,MX,L
2022,Data Analyst  in office,Data Science,us dolars,173363,196308,UK,SE,FL,Hybrid,DE,L
2021,Machine Learning Engineer  ,Data Science,GBP,56154,70059,DE,EN,FL,Remote,IN,S
2020,Statistician  (Remote),ML/AI,us dolars,55650,70023,UK,EX,FL,Hybrid,DE,M
2021,Machine Learning Engineer  in office,Engineering,INR,125830,34236,UK,SE,FL,Hybrid,UK,S
2021,Statistician  in office,ML/AI,us dolars,66201,197696,IN,EN,PT,In-person,DE,S
2021,Data Engineer  (Remote),ML/AI,us dolars,102920,193890,IN,SE,FL,Hybrid,MX,L
2020,Machine Learning Engineer  (Remote),Data Science,us dolars,192806,191172,IN,EN,PT,Remote,DE,M
2022,Data Engineer  ,Analysis,us dolars,111451,135109,IN,MI,FT,Hybrid,DE,S
2022,Data Engineer  ,ML/AI,INR,142169,156682,IN,SE,FT,In-person,JP,S
2020,Data Scientist  ,Analysis,JPY,129978,54941,CN,MI,CT,Hybrid,US,L
2021,Data Engineer  (Remote),Analysis,us dolars,72568,123067,US,MI,FL,In-person,UK,M
2022,Data Engineer  in office,Engineering,GBP,186865,131349,DE,EX,CT,Hybrid,JP,M
2020,Machine Learning Engineer  ,Engineering,INR,82204,106629,JP,EX,PT,Hybrid,US,S
2022,Machine Learning Engineer  (Remote),ML/AI,JPY,193061,194097,MX,SE,CT,Remote,CN,L
2020,Data Analyst  in office,Data Science,us dolars,46767,41651,CN,EN,CT,Remote,DE,M
2021,Data Scientist  (Remote),Data Science,JPY,68652,120380,IN,EX,FL,Hybrid,DE,M
2022,Data Engineer  (Remote),ML/AI,GBP,114244,79823,DE,EX,PT,Hybrid,MX,S
2020,Data Scientist  (Remote),ML/AI,INR,174455,174661,JP,MI,PT,In-person,JP,M
2022,Statistician  ,Data Science,INR,131733,69768,UK,MI,FL,In-person,IN,M
2022,Data Engineer  (Remote),Analysis,JPY,90089,115558,CN,EN,PT,Remote,UK,M
2022,Data Scientist  (Remote),ML/AI,us dolars,56440,142784,UK,EX,FT,Hybrid,US,M
2022,Data Analyst  (Remote),Analysis,EUR,82443,134389,DE,EX,FL,Hybrid,DE,S
2020,Data Analyst  ,ML/AI,INR,86325,161306,US,EN,FL,In-person,UK,M
2021,Data Engineer  (Remote),ML/AI,EUR,85919,102370,US,EX,FL,Hybrid,DE,M
2020,Statistician  (Remote),Analysis,INR,177683,176127,DE,SE,FT,Hybrid,DE,L
2020,Data Analyst  ,Analysis,us dolars,183529,98743,MX,SE,PT,Hybrid,DE,S
2020,Data Analyst  (Remote),Data Science,us dolars,171328,163472,MX,EN,FT,In-person,MX,M
2021,Statistician  in office,ML/AI,INR,70533,117009,US,MI,FT,In-person,UK,L
2022,Data Scientist  (Remote),,,129826,140866,MX,,FT,In-person,JP,
2022,Data Analyst  (Remote),,,-128995,119471,US,,CT,Hybrid,UK,
2022,Machine Learning Engineer  ,ML/AI,us dolars,189353,90598,UK,EX,PT,In-person,UK,L
2021,Data Analyst  ,ML/AI,GBP,97275,55015,MX,EX,PT,Remote,CN,S
2022,Data Scientist  ,ML/AI,us dolars,162597,94430,US,MI,FL,Remote,IN,M
2021,Data Scientist  ,Analysis,GBP,177525,79185,US,MI,FL,In-person,MX,L
2022,Data Engineer  in office,Engineering,us dolars,167323,92306,DE,SE,CT,In-person,IN,S
2022,Machine Learning Engineer  (Remote),Engineering,us dolars,138744,49416,US,MI,FT,Hybrid,MX,L
2020,Data Scientist  (Remote),Engineering,JPY,49507,108655,MX,EN,FL,In-person,JP,L
2021,Statistician  in office,,,188978,103180,MX,,PT,In-person,IN,
2020,Machine Learning Engineer  ,Analysis,us dolars,43193,80262,CN,EX,FL,Remote,MX,L
2020,Machine Learning Engineer  (Remote),ML/AI,INR,127192,104189,IN,EX,FT,Remote,JP,M
2020,Statistician  in office,Data Science,INR,94042,109952,IN,EX,CT,Remote,MX,M
2021,Data Analyst  (Remote),Data Science,us dolars,89516,83662,DE,MI,FT,Remote,DE,L
2021,Statistician  in office,Engineering,INR,191764,82191,IN,SE,FL,In-person,DE,L
2022,Statistician  in office,ML/AI,us dolars,100490,173285,UK,MI,CT,Remote,UK,L
2020,Data Analyst  (Remote),Data Science,JPY,63512,113176,CN,EN,CT,Hybrid,DE,L
2022,Data Analyst  ,Data Science,EUR,171791,91353,CN,SE,FT,Hybrid,IN,S
2020,Data Analyst  ,ML/AI,GBP,188721,131544,DE,MI,FL,In-person,US,M
2021,Data Analyst  in office,Analysis,INR,42402,176874,MX,EX,FT,Hybrid,UK,L
2021,Data Analyst  ,ML/AI,INR,132880,73671,US,EX,FL,Remote,JP,S
2021,Statistician  (Remote),ML/AI,JPY,149764,73388,IN,EN,FL,Remote,DE,L
2020,Data Engineer  in office,Analysis,INR,170288,195672,UK,EN,PT,Hybrid,UK,S
2021,Data Engineer  (Remote),,,61050,113944,MX,,CT,In-person,UK,
2020,Data Scientist  (Remote),Engineering,us dolars,125808,90690,DE,EX,FL,Remote,UK,L
2022,Data Engineer  ,,,80093,166808,MX,,FT,Remote,DE,
2020,Data Engineer  (Remote),Analysis,EUR,35050,77165,DE,EX,FT,Hybrid,JP,S
2022,Statistician  in office,Data Science,EUR,76716,61247,US,EX,PT,In-person,UK,M
2020,Data Analyst  in office,Analysis,us dolars,145455,149645,JP,EX,PT,In-person,UK,L
2022,Data Analyst  (Remote),ML/AI,EUR,163510,58821,IN,MI,PT,Hybrid,UK,L
2021,Statistician  (Remote),Analysis,EUR,138686,164285,UK,EX,CT,Remote,CN,M
2022,Data Engineer  in office,Data Science,us dolars,77431,138659,DE,EN,PT,Hybrid,DE,M
2021,Statistician  ,Data Science,JPY,46760,190567,MX,EN,CT,Hybrid,CN,M
2021,Data Scientist  ,ML/AI,INR,177545,101744,IN,EN,PT,Hybrid,IN,S
2022,Data Analyst  ,Engineering,GBP,73815,170716,MX,EN,CT,Remote,JP,S
2020,Machine Learning Engineer  (Remote),,,-170329,167525,UK,,FL,Remote,UK,
2020,Data Scientist  (Remote),Data Science,us dolars,117986,147441,CN,EX,PT,Hybrid,CN,L
2020,Data Scientist  in office,Data Science,GBP,55634,142045,CN,EX,CT,In-person,UK,S
2020,Statistician  in office,ML/AI,GBP,90403,41263,UK,EN,FL,Hybrid,CN,M
2020,Data Engineer  in office,Data Science,EUR,76573,86480,CN,MI,PT,Remote,UK,S
2021,Data Analyst  in office,Engineering,GBP,189720,156926,DE,SE,FL,In-person,MX,S
2020,Machine Learning Engineer  ,ML/AI,INR,157099,193093,IN,SE,PT,In-person,DE,M
2021,Data Scientist  (Remote),Engineering,INR,40296,148055,UK,SE,FT,Remote,IN,L
2021,Machine Learning Engineer  (Remote),Data Science,INR,51959,179030,DE,MI,CT,Remote,UK,L
2021,Data Engineer  ,Data Science,INR,44570,71128,IN,EX,FT,Hybrid,CN,S
2022,Data Engineer  in office,Engineering,INR,65423,117498,IN,SE,CT,Remote,UK,L
2022,Machine Learning Engineer  in office,ML/AI,EUR,110263,72563,DE,SE,FT,In-person,DE,L
2021,Data Analyst  (Remote),ML/AI,us dolars,178971,47414,IN,EX,PT,Hybrid,JP,M
2022,Data Engineer  in office,Engineering,GBP,196857,152452,JP,SE,FT,Hybrid,JP,M
2020,Machine Learning Engineer  (Remote),Data Science,us dolars,142446,105462,UK,EX,PT,In-person,IN,M
2020,Data Scientist  ,Analysis,GBP,86963,135209,UK,SE,CT,Remote,MX,L
2021,Machine Learning Engineer  (Remote),Engineering,EUR,64341,67210,IN,EX,PT,Hybrid,JP,L
2020,Machine Learning Engineer  ,Engineering,EUR,35597,176362,DE,EN,FT,In-person,UK,M
2021,Statistician  in office,Engineering,JPY,171316,160768,US,MI,FL,In-person,DE,L
2021,Data Engineer  (Remote),Data Science,JPY,164868,33667,CN,SE,CT,In-person,MX,M
2020,Data Analyst  in office,ML/AI,EUR,137127,157710,IN,EX,FL,Remote,UK,S
2022,Data Analyst  in office,Data Science,EUR,105589,47660,US,EN,FL,Remote,UK,S
2020,Statistician  in office,Engineering,GBP,189600,102089,IN,EX,FL,Remote,IN,L
2020,Data Analyst  (Remote),Data Science,EUR,179720,112462,US,SE,FL,Remote,JP,L
2021,Machine Learning Engineer  in office,Data Science,us dolars,113967,165880,IN,SE,FL,In-person,JP,L
2021,Statistician  (Remote),Engineering,GBP,161607,124148,DE,SE,FT,Hybrid,JP,L
2021,Data Scientist  in office,Data Science,EUR,78469,189087,CN,SE,PT,In-person,CN,S
2021,Data Engineer  ,,,74493,63351,MX,,PT,Hybrid,UK,
2022,Data Engineer  (Remote),Data Science,GBP,75785,151359,MX,EN,FL,Hybrid,DE,S
2022,Data Engineer  ,Data Science,INR,115017,104674,US,EX,FT,Hybrid,DE,M
2022,Machine Learning Engineer  ,ML/AI,JPY,137771,66241,JP,EX,FL,Remote,UK,L
2021,Data Scientist  (Remote),ML/AI,GBP,159026,162270,DE,SE,FL,In-person,US,M
2021,Statistician  (Remote),,,191941,122983,CN,,CT,Hybrid,UK,
2021,Statistician  (Remote),Engineering,INR,60192,132299,IN,EN,FT,In-person,MX,M
2022,Data Engineer  in office,,,-109941,173185,US,,FL,Remote,CN,
2021,Data Scientist  in office,Analysis,GBP,87544,132839,CN,MI,PT,Hybrid,MX,S
2020,Data Scientist  ,Data Science,INR,165475,68639,UK,EN,CT,Remote,JP,L
2020,Data Scientist  (Remote),Analysis,us dolars,197163,94036,DE,SE,FL,Remote,UK,L
2021,Data Analyst  ,Analysis,INR,35017,115223,US,EX,FL,In-person,CN,M
2020,Data Analyst  in office,ML/AI,JPY,78260,97983,DE,EN,FL,Hybrid,US,L
2020,Data Engineer  ,Engineering,JPY,75938,156164,US,SE,FT,Remote,UK,S
2022,Data Scientist  ,Data Science,EUR,115265,104944,MX,EX,FL,In-person,MX,M
2021,Data Scientist  (Remote),Engineering,EUR,134120,152427,UK,EX,PT,Hybrid,JP,L
2021,Statistician  (Remote),Analysis,JPY,198444,47674,JP,SE,CT,Hybrid,IN,L
2022,Statistician  ,Analysis,JPY,131728,42413,UK,EN,FT,Remote,DE,M
2020,Data Engineer  in office,Engineering,GBP,44628,84986,IN,SE,CT,Remote,US,S
2020,Data Scientist  ,Engineering,JPY,153239,53071,DE,SE,PT,Remote,IN,M
2021,Data Engineer  in office,,,-173573,104229,JP,,FL,Remote,DE,
2020,Statistician  ,Engineering,JPY,148165,152116,DE,SE,FT,Hybrid,IN,L
